"","essround","netuse","ppltrst","polintr","vote","prtvtes","lawobey","gndr","agea","edlves","pdjobev","dscrgrp","region","dscrage","dscrdk","dscrdsb","dscretn","dscrgnd","dscrlng","dscrna","dscrnap","dscrntn","dscroth","dscrrce","dscrref","dscrsex","discrimination"
"1987",2004,0,5,2,1,NA,NA,1,65,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"1988",2004,5,4,4,1,NA,NA,1,33,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"1989",2004,0,10,4,2,NA,NA,2,44,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"1990",2004,0,7,3,1,NA,NA,1,60,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"1991",2004,6,7,1,1,NA,NA,1,41,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"1992",2004,0,3,2,1,NA,NA,1,48,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"1993",2004,7,2,4,1,NA,NA,1,40,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"1994",2004,1,5,3,2,NA,NA,1,19,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"1995",2004,0,8,2,1,NA,NA,1,76,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"1996",2004,7,5,3,1,NA,NA,2,32,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"1997",2004,1,7,2,1,NA,NA,1,32,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"1998",2004,6,5,3,1,NA,NA,1,22,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"1999",2004,0,6,4,1,NA,NA,2,64,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2000",2004,7,3,3,2,NA,NA,1,23,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2001",2004,0,5,4,1,NA,NA,2,70,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2002",2004,6,3,2,1,NA,NA,1,69,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2003",2004,6,7,1,1,NA,NA,2,48,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2004",2004,2,5,2,2,NA,NA,1,32,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2005",2004,5,6,2,1,NA,NA,1,23,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2006",2004,0,1,4,1,NA,NA,2,24,NA,6,1,"",0,0,1,0,0,0,0,0,0,0,0,0,0,"Discapacidad"
"2007",2004,1,6,2,1,NA,NA,1,48,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2008",2004,5,1,3,1,NA,NA,1,56,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2009",2004,0,5,4,1,NA,NA,2,77,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2010",2004,1,1,3,8,NA,NA,9,21,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2011",2004,0,5,1,1,NA,NA,1,47,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2012",2004,0,6,4,1,NA,NA,1,63,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2013",2004,6,6,3,3,NA,NA,1,16,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2014",2004,0,5,3,1,NA,NA,1,58,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2015",2004,7,4,1,1,NA,NA,1,19,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2016",2004,1,3,3,1,NA,NA,1,54,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2017",2004,7,5,3,1,NA,NA,2,26,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2018",2004,7,0,1,1,NA,NA,1,30,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2019",2004,1,5,2,1,NA,NA,1,48,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2020",2004,7,7,2,1,NA,NA,1,30,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2021",2004,6,7,3,1,NA,NA,1,40,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2022",2004,4,6,3,2,NA,NA,2,27,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2023",2004,0,2,4,1,NA,NA,1,61,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2024",2004,1,6,3,2,NA,NA,2,24,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2025",2004,0,2,2,1,NA,NA,1,71,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2026",2004,7,4,3,3,NA,NA,1,16,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2027",2004,5,5,3,1,NA,NA,1,43,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2028",2004,1,3,3,1,NA,NA,1,37,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2029",2004,1,7,3,1,NA,NA,2,64,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2030",2004,1,9,2,1,NA,NA,1,50,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2031",2004,1,8,4,1,NA,NA,1,56,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2032",2004,0,3,4,1,NA,NA,2,40,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2033",2004,7,5,2,1,NA,NA,2,23,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2034",2004,0,8,2,2,NA,NA,2,53,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2035",2004,1,6,4,1,NA,NA,2,38,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2036",2004,6,7,3,1,NA,NA,1,49,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2037",2004,6,7,2,1,NA,NA,2,30,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2038",2004,1,7,2,1,NA,NA,1,55,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2039",2004,0,4,4,2,NA,NA,1,36,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2040",2004,7,6,3,3,NA,NA,1,16,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2041",2004,1,10,3,1,NA,NA,2,59,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2042",2004,6,5,2,2,NA,NA,2,18,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2043",2004,7,5,3,1,NA,NA,2,21,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2044",2004,0,5,3,2,NA,NA,2,90,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2045",2004,0,4,3,2,NA,NA,2,50,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2046",2004,5,7,3,1,NA,NA,2,26,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2047",2004,0,8,4,1,NA,NA,2,76,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2048",2004,0,7,2,1,NA,NA,1,67,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2049",2004,6,4,3,2,NA,NA,2,37,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2050",2004,7,8,1,1,NA,NA,2,51,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2051",2004,6,4,3,1,NA,NA,1,45,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2052",2004,1,1,2,1,NA,NA,2,23,NA,6,1,"",1,0,0,0,1,0,0,0,0,0,0,0,0,"Género"
"2053",2004,0,5,3,1,NA,NA,1,45,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2054",2004,7,7,4,3,NA,NA,1,19,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2055",2004,7,3,2,1,NA,NA,1,31,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2056",2004,6,3,2,1,NA,NA,1,29,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2057",2004,6,8,3,1,NA,NA,1,62,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2058",2004,0,2,4,1,NA,NA,2,83,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2059",2004,0,8,2,1,NA,NA,1,66,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2060",2004,7,8,2,1,NA,NA,1,29,NA,6,1,"",0,0,0,0,0,0,0,0,0,1,0,0,0,"No discriminado"
"2061",2004,0,0,3,1,NA,NA,1,64,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2062",2004,0,0,2,1,NA,NA,1,60,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2063",2004,0,4,3,1,NA,NA,1,29,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2064",2004,0,6,3,1,NA,NA,1,31,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2065",2004,0,5,3,1,NA,NA,1,63,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2066",2004,0,3,3,1,NA,NA,1,74,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2067",2004,0,7,2,3,NA,NA,1,37,NA,6,1,"",0,0,0,0,0,1,0,0,1,0,1,0,0,"Raza"
"2068",2004,7,3,3,1,NA,NA,2,20,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2069",2004,0,0,4,1,NA,NA,2,47,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2070",2004,6,8,2,1,NA,NA,2,33,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2071",2004,1,6,3,1,NA,NA,2,20,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2072",2004,0,4,2,1,NA,NA,1,37,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2073",2004,1,5,3,1,NA,NA,2,20,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2074",2004,0,6,3,1,NA,NA,2,32,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2075",2004,6,4,2,1,NA,NA,1,29,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2076",2004,1,7,2,1,NA,NA,2,39,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2077",2004,1,6,2,3,NA,NA,2,16,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2078",2004,0,7,3,1,NA,NA,2,73,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2079",2004,1,2,3,1,NA,NA,1,76,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2080",2004,1,3,3,1,NA,NA,1,75,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2081",2004,1,2,4,1,NA,NA,2,69,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2082",2004,1,8,3,1,NA,NA,1,77,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2083",2004,1,8,3,1,NA,NA,2,23,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2084",2004,1,3,3,1,NA,NA,1,47,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2085",2004,6,8,2,1,NA,NA,2,52,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2086",2004,1,2,3,2,NA,NA,2,30,NA,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,"No discriminado"
"2087",2004,1,3,3,1,NA,NA,1,69,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2088",2004,1,7,3,1,NA,NA,2,61,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2089",2004,1,2,3,1,NA,NA,1,28,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2090",2004,0,1,3,1,NA,NA,2,75,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2091",2004,0,8,4,1,NA,NA,2,75,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2092",2004,1,8,3,1,NA,NA,2,58,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2093",2004,0,3,4,1,NA,NA,2,65,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2094",2004,0,2,4,1,NA,NA,1,70,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2095",2004,0,2,3,1,NA,NA,2,76,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2096",2004,6,3,2,1,NA,NA,1,20,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2097",2004,7,3,3,1,NA,NA,2,50,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2098",2004,5,8,4,2,NA,NA,1,16,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2099",2004,0,7,4,1,NA,NA,1,68,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2100",2004,6,8,4,1,NA,NA,2,25,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2101",2004,1,2,4,1,NA,NA,2,56,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2102",2004,0,5,4,1,NA,NA,2,76,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2103",2004,2,3,3,7,NA,NA,1,46,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2104",2004,3,2,2,1,NA,NA,2,39,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2105",2004,6,7,3,2,NA,NA,1,55,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2106",2004,0,3,3,1,NA,NA,1,56,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2107",2004,4,5,2,1,NA,NA,2,23,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2108",2004,7,6,2,1,NA,NA,2,27,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2109",2004,0,5,2,1,NA,NA,2,39,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2110",2004,7,4,4,1,NA,NA,1,28,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2111",2004,0,5,3,1,NA,NA,1,56,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2112",2004,0,5,3,2,NA,NA,2,25,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2113",2004,7,6,2,1,NA,NA,1,33,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2114",2004,0,5,3,3,NA,NA,2,17,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2115",2004,0,6,1,1,NA,NA,1,39,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2116",2004,0,5,2,1,NA,NA,2,36,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2117",2004,7,8,1,1,NA,NA,1,36,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2118",2004,0,5,4,1,NA,NA,2,32,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2119",2004,0,3,4,1,NA,NA,2,66,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2120",2004,0,5,4,1,NA,NA,2,48,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2121",2004,7,6,2,1,NA,NA,1,22,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2122",2004,0,4,3,1,NA,NA,2,36,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2123",2004,0,5,4,1,NA,NA,2,72,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2124",2004,0,6,3,1,NA,NA,1,20,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2125",2004,5,6,1,1,NA,NA,1,41,NA,6,1,"",0,0,0,0,0,0,0,0,0,1,0,0,0,"No discriminado"
"2126",2004,0,5,3,1,NA,NA,1,46,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2127",2004,0,5,4,1,NA,NA,2,55,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2128",2004,0,3,4,2,NA,NA,2,87,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2129",2004,0,6,2,1,NA,NA,1,49,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2130",2004,0,5,4,1,NA,NA,2,63,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2131",2004,0,6,4,2,NA,NA,1,67,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2132",2004,0,7,2,1,NA,NA,2,41,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2133",2004,0,5,4,2,NA,NA,1,20,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2134",2004,0,5,4,1,NA,NA,1,41,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2135",2004,0,5,4,1,NA,NA,1,57,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2136",2004,7,5,3,3,NA,NA,2,17,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2137",2004,0,5,4,2,NA,NA,2,24,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2138",2004,7,8,2,1,NA,NA,1,49,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2139",2004,7,7,2,1,NA,NA,1,41,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2140",2004,0,4,4,1,NA,NA,1,20,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2141",2004,0,4,4,1,NA,NA,2,84,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2142",2004,0,5,2,1,NA,NA,1,44,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2143",2004,6,7,2,1,NA,NA,1,55,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2144",2004,0,5,2,1,NA,NA,1,33,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2145",2004,0,5,3,1,NA,NA,1,31,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2146",2004,6,5,2,1,NA,NA,2,31,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2147",2004,0,5,3,1,NA,NA,2,47,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2148",2004,0,5,4,1,NA,NA,2,57,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2149",2004,0,4,4,1,NA,NA,2,36,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2150",2004,0,2,4,2,NA,NA,2,74,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2151",2004,7,5,1,1,NA,NA,1,36,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2152",2004,6,5,3,1,NA,NA,2,33,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2153",2004,0,5,3,1,NA,NA,1,23,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2154",2004,3,4,3,2,NA,NA,2,22,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2155",2004,1,4,3,1,NA,NA,1,63,NA,1,1,"",0,0,0,0,0,0,0,0,0,1,0,0,0,"No discriminado"
"2156",2004,3,8,3,1,NA,NA,2,29,NA,1,1,"",0,0,0,0,1,0,0,0,0,0,0,0,0,"Género"
"2157",2004,0,4,3,1,NA,NA,1,20,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2158",2004,0,0,2,3,NA,NA,1,30,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2159",2004,0,0,4,2,NA,NA,2,46,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2160",2004,0,6,2,1,NA,NA,1,77,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2161",2004,1,3,2,1,NA,NA,2,65,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2162",2004,0,7,1,1,NA,NA,1,47,NA,6,1,"",0,0,0,0,0,1,0,0,0,0,0,0,0,"Lengua"
"2163",2004,7,5,3,1,NA,NA,1,22,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2164",2004,7,7,3,1,NA,NA,2,29,NA,6,1,"",0,0,0,0,0,0,0,0,0,0,0,0,1,"Sexualidad"
"2165",2004,0,8,2,1,NA,NA,2,79,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2166",2004,0,8,2,2,NA,NA,2,35,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2167",2004,7,5,4,1,NA,NA,1,30,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2168",2004,1,6,3,1,NA,NA,2,47,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2169",2004,0,5,4,2,NA,NA,2,28,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2170",2004,4,7,2,1,NA,NA,1,46,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2171",2004,0,5,3,1,NA,NA,1,24,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2172",2004,1,8,2,2,NA,NA,2,32,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2173",2004,1,7,2,1,NA,NA,1,70,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2174",2004,0,3,2,1,NA,NA,1,59,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2175",2004,7,8,3,1,NA,NA,2,33,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2176",2004,0,2,3,1,NA,NA,1,46,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2177",2004,0,0,4,3,NA,NA,1,18,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2178",2004,0,7,2,1,NA,NA,1,68,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2179",2004,0,5,4,1,NA,NA,2,40,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2180",2004,0,8,3,1,NA,NA,1,77,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2181",2004,0,5,2,1,NA,NA,2,50,NA,2,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2182",2004,7,7,4,1,NA,NA,1,65,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2183",2004,2,5,2,7,NA,NA,1,48,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2184",2004,0,7,4,1,NA,NA,1,22,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2185",2004,0,5,3,1,NA,NA,1,51,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2186",2004,7,6,3,1,NA,NA,1,50,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2187",2004,7,7,1,1,NA,NA,1,24,NA,1,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2188",2004,7,8,2,1,NA,NA,2,53,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
"2189",2004,0,8,1,1,NA,NA,1,54,NA,6,2,"",0,0,0,0,0,0,0,1,0,0,0,0,0,"No discriminado"
